Evaporation,Sunshine,WindGustSpeed,Humidity3pm,Pressure,Cloud3pm,Temp3pm,RainToday,RainTomorrow
7.2,11.6,48.0,6.0,1009.7,0.0,30.6,No,No
1.8,1.5,24.0,82.0,1025.8000000000002,7.0,15.3,Yes,No
11.2,10.4,65.0,22.0,1018.7,4.0,33.8,No,No
,,30.0,30.0,1016.85,,19.6,No,No
4.4,11.5,,66.0,1019.6,1.0,18.8,No,No
,,33.0,55.0,1016.3,3.0,26.6,No,No
,,30.0,67.0,1008.5,1.0,30.1,No,No
7.4,9.5,,,1013.0,,,No,No
,,35.0,64.0,1030.15,1.0,14.2,No,No
3.6,10.0,35.0,57.0,1022.7,3.0,20.5,No,No
,,33.0,39.0,1013.75,,19.2,No,No
,,43.0,68.0,1017.2,,14.3,Yes,No
7.0,,46.0,53.0,1020.4,2.0,28.6,No,No
,,74.0,40.0,1009.85,1.0,15.0,No,No
9.6,10.9,35.0,42.0,1015.65,1.0,28.7,No,No
5.4,7.5,37.0,58.0,1012.4,0.0,24.5,No,No
1.6,8.1,31.0,75.0,1024.4,,14.1,No,No
,,52.0,79.0,1014.5,,20.7,No,No
,8.3,41.0,30.0,1010.05,6.0,24.6,No,No
4.8,5.1,39.0,52.0,1019.25,6.0,18.7,Yes,No
10.2,11.8,41.0,33.0,1007.7,5.0,33.1,No,No
6.2,11.3,43.0,16.0,1008.45,4.0,37.2,No,No
11.8,10.9,41.0,40.0,1011.45,1.0,30.4,No,No
2.2,3.3,48.0,,1014.8,,10.6,Yes,No
6.8,6.6,48.0,45.0,1020.0999999999999,3.0,27.4,No,No
2.1,8.8,44.0,25.0,1023.8,1.0,23.3,No,No
5.8,,50.0,24.0,1018.7,1.0,18.4,No,No
2.0,9.7,50.0,46.0,1014.25,1.0,16.0,Yes,No
6.0,9.3,35.0,78.0,1021.4000000000001,3.0,21.2,No,No
,,41.0,27.0,1004.85,,28.8,No,No
6.6,12.2,30.0,41.0,1025.8000000000002,7.0,23.6,No,No
11.8,8.4,46.0,23.0,1013.75,3.0,26.8,No,No
4.0,12.0,37.0,78.0,1010.85,5.0,22.0,No,No
5.2,7.8,93.0,48.0,1018.3,5.0,18.9,No,No
8.6,12.7,35.0,18.0,1018.95,1.0,31.1,No,No
2.8,9.5,35.0,61.0,1007.75,7.0,32.1,Yes,No
0.4,7.6,35.0,45.0,1022.75,,23.4,No,No
,,39.0,51.0,1015.75,,20.7,No,No
,,31.0,50.0,,,12.7,No,No
,,19.0,36.0,1022.25,,22.4,No,No
15.0,12.9,56.0,23.0,1017.9,1.0,21.8,Yes,No
,,41.0,51.0,1018.4000000000001,,17.1,No,No
,,57.0,35.0,,,19.5,No,No
6.4,4.4,43.0,61.0,1021.3499999999999,8.0,17.9,No,No
,,30.0,57.0,1030.1,,16.5,No,No
,,35.0,64.0,1014.0,,23.2,No,No
7.8,13.7,33.0,21.0,1015.6,0.0,28.9,No,No
3.0,7.8,37.0,65.0,1021.95,4.0,20.4,No,No
4.4,8.8,33.0,53.0,1016.05,,21.1,No,No
5.2,10.4,54.0,10.0,1012.3,5.0,37.7,No,No
1.8,9.2,24.0,63.0,1017.45,3.0,12.7,Yes,No
,,17.0,47.0,1014.05,,20.4,Yes,No
7.6,,35.0,35.0,1019.95,,24.1,No,No
,,30.0,99.0,1023.0999999999999,8.0,7.0,No,No
2.8,3.8,30.0,64.0,1009.7,7.0,30.3,Yes,No
4.8,7.3,56.0,39.0,1009.95,3.0,20.1,Yes,No
2.4,,33.0,38.0,1023.6,,18.8,No,No
4.0,10.0,28.0,22.0,1019.35,1.0,21.4,No,No
,,24.0,94.0,,,4.6,No,No
9.8,12.6,37.0,47.0,1014.05,1.0,26.6,No,No
8.8,10.8,50.0,19.0,1012.0999999999999,6.0,36.1,Yes,No
1.6,6.9,,65.0,1015.8499999999999,7.0,16.3,Yes,No
5.8,11.0,33.0,23.0,1014.75,3.0,26.3,No,No
6.0,11.2,35.0,44.0,1019.0999999999999,7.0,21.0,No,No
,,39.0,46.0,1025.25,,14.3,No,No
,,30.0,76.0,1011.1500000000001,,25.5,No,No
4.0,10.1,30.0,26.0,1016.8,0.0,20.4,No,No
8.0,13.6,44.0,29.0,1014.95,1.0,25.1,No,No
,,28.0,75.0,1019.7,,25.3,No,No
11.8,13.3,35.0,29.0,1014.55,0.0,31.6,No,No
5.0,5.4,39.0,55.0,1015.9000000000001,6.0,24.4,No,No
,,30.0,44.0,1026.0,,18.8,No,No
5.6,11.1,41.0,50.0,1011.5,1.0,27.9,No,No
,12.5,52.0,15.0,1006.95,,36.7,No,No
,,35.0,43.0,1017.85,,15.8,No,No
2.0,2.8,15.0,63.0,1032.65,,9.0,No,No
1.4,0.2,39.0,69.0,1026.05,8.0,11.0,Yes,No
,,59.0,16.0,,,38.1,No,No
,,39.0,18.0,1015.8,,26.9,No,No
6.8,12.7,37.0,20.0,1019.5,0.0,25.8,No,No
2.6,,28.0,28.0,1025.3,,18.5,No,No
,,37.0,50.0,1014.7,8.0,22.9,Yes,No
,,57.0,69.0,1014.2,8.0,26.8,No,No
,,,49.0,,2.0,18.9,No,No
1.0,7.8,26.0,48.0,1015.6,1.0,22.4,Yes,No
4.4,5.6,35.0,52.0,1021.45,7.0,13.7,No,No
,,63.0,63.0,1015.75,,23.0,Yes,No
,,33.0,47.0,1013.6,2.0,30.6,No,No
3.6,12.9,30.0,52.0,1025.3000000000002,,15.6,No,No
5.8,7.8,39.0,75.0,1005.5,2.0,24.1,No,No
2.2,6.3,26.0,72.0,1008.05,5.0,27.6,Yes,No
,,46.0,55.0,1024.6,,20.9,No,No
2.6,6.0,39.0,47.0,1017.9000000000001,7.0,15.6,Yes,No
0.8,,,,1028.4,,,No,No
,,50.0,36.0,1014.2,,22.4,No,No
10.0,11.6,31.0,15.0,1014.85,1.0,34.0,No,No
9.0,2.0,52.0,43.0,1017.0,7.0,23.5,No,No
5.8,,31.0,68.0,1008.95,1.0,30.5,Yes,No
10.4,,43.0,7.0,1015.65,,30.2,No,No
7.0,10.4,35.0,66.0,1006.55,5.0,31.6,No,No
4.8,11.9,41.0,15.0,1010.05,0.0,24.9,No,No
4.2,7.3,39.0,37.0,1023.7,1.0,21.2,No,No
9.2,12.6,,72.0,1014.1,1.0,21.0,No,No
8.6,9.1,39.0,73.0,1013.55,1.0,22.4,No,No
4.4,7.9,37.0,41.0,1010.25,1.0,27.8,No,No
6.8,8.1,48.0,58.0,1011.0999999999999,7.0,18.7,No,No
0.6,9.4,,72.0,1023.05,0.0,20.0,No,No
12.8,11.3,37.0,48.0,1010.0999999999999,5.0,30.4,No,No
5.4,12.3,35.0,68.0,1015.45,7.0,22.7,No,No
,,41.0,48.0,1020.95,,22.4,No,No
,,30.0,50.0,,,23.1,Yes,No
4.2,7.8,,68.0,1013.65,2.0,16.2,Yes,No
,,41.0,38.0,,,21.5,No,No
8.0,10.3,26.0,20.0,1019.85,0.0,23.7,No,No
6.4,10.7,41.0,26.0,1016.75,1.0,20.0,No,No
7.2,9.3,,21.0,1015.65,3.0,28.3,No,No
8.0,12.8,30.0,41.0,1009.05,3.0,28.0,No,No
3.8,6.8,44.0,73.0,1014.7,7.0,20.9,Yes,No
,,35.0,39.0,1017.75,,23.0,No,No
,,33.0,59.0,1027.5,,21.6,No,No
,,43.0,50.0,1012.6500000000001,,19.0,No,No
4.8,5.6,37.0,53.0,1008.1,2.0,26.8,No,No
6.0,,37.0,28.0,1021.15,0.0,21.0,No,No
0.8,1.2,17.0,71.0,1024.75,6.0,14.0,No,No
,,50.0,76.0,1016.7,,24.5,No,No
,,20.0,59.0,1019.0,,20.4,No,No
11.8,13.0,54.0,22.0,1010.5,3.0,34.0,No,No
,,59.0,87.0,,,5.7,No,No
3.6,,31.0,42.0,1019.35,2.0,24.7,No,No
,,20.0,70.0,1027.7,,14.6,Yes,No
,,50.0,78.0,1011.4000000000001,,27.3,No,No
1.6,5.0,24.0,69.0,1023.45,4.0,12.2,No,No
9.8,4.5,41.0,34.0,1018.0,8.0,28.2,No,No
,,26.0,32.0,1017.6,,23.4,No,No
4.0,9.7,44.0,47.0,1015.8,4.0,16.2,No,No
2.6,1.4,19.0,68.0,1019.45,8.0,13.2,Yes,No
,,39.0,54.0,1021.5,,25.5,Yes,No
6.6,,48.0,21.0,1016.15,,21.0,No,No
7.2,7.3,31.0,62.0,1008.1500000000001,7.0,32.4,No,No
3.6,9.3,41.0,53.0,1025.05,1.0,20.7,No,No
2.2,9.9,30.0,39.0,1016.9,0.0,20.5,No,No
,,24.0,38.0,1019.5999999999999,,25.4,No,No
5.0,,39.0,58.0,1019.4000000000001,0.0,23.6,No,No
7.4,9.3,46.0,62.0,1018.75,2.0,18.0,Yes,No
3.8,6.3,33.0,45.0,1019.4,4.0,22.9,No,No
12.0,2.6,46.0,43.0,1012.5,1.0,26.1,No,No
16.0,12.9,43.0,18.0,1011.6,,30.9,No,No
,,31.0,48.0,1018.85,,19.2,No,No
4.0,8.8,,57.0,1018.7,7.0,21.0,No,No
8.0,11.9,41.0,25.0,1022.45,1.0,28.9,No,No
2.8,,52.0,38.0,1021.75,4.0,18.3,Yes,No
,,43.0,72.0,1017.7,8.0,18.0,No,No
,,30.0,17.0,1018.6,,29.3,No,No
3.6,11.7,43.0,25.0,1022.65,,28.0,No,No
4.4,,30.0,51.0,1023.85,,25.4,No,No
10.4,,44.0,40.0,1011.5,7.0,24.3,No,No
9.2,12.8,41.0,31.0,1020.8499999999999,0.0,24.8,No,No
8.4,10.5,33.0,50.0,1015.4,2.0,28.6,No,No
,,26.0,49.0,,,14.3,No,No
,,26.0,42.0,,,26.9,No,No
9.0,11.8,41.0,33.0,1015.8,1.0,29.3,No,No
12.6,12.8,37.0,6.0,1010.45,1.0,36.5,No,No
,,26.0,39.0,,,23.5,No,No
0.6,,35.0,83.0,1013.7,7.0,13.2,No,No
18.0,12.9,52.0,20.0,1011.3,,33.2,No,No
,,26.0,37.0,1019.2,,23.5,No,No
,,31.0,49.0,1023.15,,19.4,No,No
2.8,9.5,31.0,50.0,1015.2,1.0,13.8,No,No
1.4,4.9,30.0,61.0,1022.0,7.0,16.5,No,No
8.0,,43.0,,1011.6500000000001,,,No,No
5.4,,41.0,51.0,1020.1,,22.0,No,No
14.2,7.3,48.0,48.0,1011.7,,20.9,No,No
,,20.0,58.0,1027.8,,14.9,No,No
4.8,,59.0,39.0,998.3,6.0,32.3,No,No
,,43.0,26.0,1006.35,,36.1,No,No
2.6,5.2,19.0,61.0,1015.9,7.0,20.9,No,No
6.0,10.2,35.0,32.0,1019.3499999999999,7.0,29.4,No,No
,,28.0,61.0,1016.5999999999999,,24.8,No,No
3.0,8.1,41.0,39.0,1019.6,1.0,19.9,No,No
,,30.0,39.0,1021.55,,17.4,No,No
2.4,6.5,33.0,53.0,1012.55,6.0,13.0,No,No
2.6,9.6,26.0,33.0,1019.8,2.0,20.7,No,No
14.0,10.0,50.0,21.0,1010.9,7.0,36.9,No,No
5.2,9.7,52.0,37.0,1005.55,5.0,19.7,No,No
,,33.0,53.0,,,19.6,No,No
2.4,,41.0,24.0,1017.65,7.0,19.1,No,No
0.2,7.1,76.0,42.0,1004.55,5.0,14.2,Yes,No
6.2,10.3,30.0,56.0,1014.05,1.0,24.0,No,No
2.0,4.0,,,1028.25,,,Yes,No
9.2,12.0,33.0,42.0,1017.8,1.0,33.1,No,No
12.0,,43.0,18.0,1008.0,6.0,38.0,No,No
,8.0,50.0,23.0,1018.75,3.0,27.1,No,No
,,31.0,38.0,1019.8,,18.7,Yes,No
9.8,12.8,52.0,38.0,1009.65,1.0,29.1,No,No
5.2,8.9,24.0,60.0,1010.55,3.0,27.4,No,No
7.4,11.1,37.0,45.0,1015.0,1.0,29.0,No,No
,,17.0,59.0,1028.1,,12.6,No,No
,,31.0,33.0,1021.1500000000001,,23.6,No,No
,,37.0,37.0,1020.3,,31.9,No,No
4.0,10.3,24.0,22.0,1022.5,,27.2,No,No
,,35.0,47.0,1002.7,,12.1,No,No
,,52.0,,1015.55,,25.5,No,No
2.4,5.2,46.0,50.0,991.75,,9.0,Yes,No
,,9.0,92.0,,7.0,7.8,No,No
7.2,9.9,39.0,30.0,1028.0,0.0,18.7,No,No
7.6,13.1,44.0,52.0,1015.1,6.0,22.0,No,No
3.0,10.3,26.0,43.0,1020.6,2.0,16.0,No,No
5.2,10.3,35.0,27.0,1026.0,2.0,25.3,No,No
0.8,6.7,24.0,58.0,1031.3000000000002,1.0,16.5,No,No
9.6,12.0,35.0,25.0,1019.3499999999999,1.0,31.4,No,No
,,,59.0,1025.1,8.0,17.5,Yes,No
,,46.0,32.0,1002.05,0.0,35.3,Yes,No
,,31.0,70.0,,,12.1,Yes,No
1.8,6.2,43.0,56.0,1014.95,,15.0,Yes,No
4.0,10.1,59.0,45.0,1010.85,5.0,15.3,No,No
,,41.0,72.0,1012.3,,25.9,No,No
,,57.0,38.0,1027.8,,11.5,No,No
3.8,10.6,37.0,48.0,1023.4,1.0,17.8,No,No
14.2,12.6,52.0,37.0,1010.6,1.0,33.0,No,No
6.6,10.0,41.0,71.0,1014.6,3.0,22.0,No,No
,,43.0,70.0,1012.75,7.0,24.7,Yes,No
,,57.0,85.0,1014.4,,25.4,No,No
,,33.0,31.0,1026.65,,19.6,No,No
,,35.0,39.0,1023.5,,18.5,No,No
3.0,7.7,33.0,48.0,1019.5,2.0,16.8,No,No
5.4,7.2,35.0,34.0,1011.55,7.0,30.5,No,No
3.4,3.3,46.0,63.0,1011.5,7.0,22.1,No,No
,,17.0,59.0,1025.4,,16.1,No,No
1.6,2.6,48.0,67.0,1017.55,,14.9,Yes,No
6.6,11.2,59.0,29.0,1005.9,,30.4,No,No
,,39.0,82.0,,,4.5,Yes,No
2.2,,30.0,57.0,1031.35,2.0,19.3,No,No
,,31.0,54.0,1023.4499999999999,,23.0,No,No
,,72.0,15.0,1010.35,,35.1,No,No
2.4,5.2,26.0,47.0,1031.15,,14.1,No,No
0.4,10.1,26.0,35.0,1024.6,2.0,15.4,No,No
5.6,10.9,48.0,58.0,1006.45,4.0,32.1,Yes,No
,,35.0,65.0,1015.15,,26.8,No,No
5.6,10.8,24.0,55.0,1012.5,1.0,28.4,Yes,No
3.4,10.0,48.0,58.0,1018.2,1.0,18.2,No,No
,,35.0,22.0,1016.0,,36.9,No,No
,,43.0,43.0,1015.75,,30.1,No,No
,,57.0,39.0,,,20.7,No,No
4.4,5.4,50.0,32.0,1017.15,5.0,21.5,No,No
3.4,12.0,35.0,42.0,1011.0999999999999,3.0,25.9,No,No
0.6,,28.0,65.0,1025.1999999999998,7.0,8.6,No,No
,,43.0,21.0,,,30.9,No,No
0.6,8.1,26.0,42.0,1019.25,5.0,14.9,Yes,No
3.0,0.5,33.0,87.0,1010.95,7.0,10.4,No,No
,,48.0,28.0,,,23.9,No,No
3.8,10.2,28.0,36.0,1019.85,4.0,24.4,No,No
4.6,8.0,39.0,43.0,1019.05,4.0,24.9,Yes,No
11.0,9.9,35.0,21.0,1023.8,1.0,20.8,No,No
,,43.0,98.0,1016.0,8.0,8.5,Yes,No
1.0,1.6,30.0,85.0,1030.1999999999998,7.0,13.0,No,No
,,50.0,22.0,1011.15,,25.4,No,No
9.6,12.8,39.0,41.0,1011.2,6.0,32.6,No,No
5.6,8.1,35.0,57.0,1010.55,6.0,32.0,No,No
,,52.0,59.0,1015.2,1.0,15.6,Yes,No
5.0,7.6,48.0,39.0,1027.1,2.0,18.6,No,No
,,54.0,46.0,1019.8,5.0,18.6,Yes,No
,,28.0,34.0,1008.9,,27.8,Yes,No
,,44.0,35.0,1020.0,,18.0,No,No
4.0,7.6,50.0,53.0,1024.5500000000002,4.0,14.7,No,No
3.2,9.2,35.0,46.0,1022.7,2.0,22.3,No,No
9.0,,43.0,52.0,1006.0,4.0,34.1,Yes,No
,,48.0,69.0,1019.5,6.0,23.6,Yes,No
,,31.0,22.0,1023.3,,29.2,No,No
,3.5,30.0,62.0,1024.25,7.0,17.2,Yes,No
2.8,6.7,31.0,55.0,1020.75,3.0,18.1,Yes,No
6.0,4.1,43.0,58.0,1019.5999999999999,7.0,19.1,No,No
,,74.0,54.0,1013.25,8.0,12.3,No,No
0.8,5.6,50.0,71.0,1018.55,5.0,22.4,Yes,No
4.4,9.4,65.0,26.0,1011.7,6.0,29.1,No,No
5.8,7.7,39.0,61.0,1023.8499999999999,3.0,27.0,No,No
,,41.0,47.0,1010.65,,26.9,No,No
6.2,10.7,31.0,56.0,1009.15,7.0,33.3,No,No
4.4,6.0,28.0,48.0,1018.85,7.0,19.7,No,No
2.8,11.5,54.0,48.0,1017.75,4.0,21.4,Yes,No
1.4,8.4,31.0,52.0,1023.45,7.0,17.9,No,No
10.0,1.7,30.0,38.0,1020.15,,20.7,No,No
,,,50.0,,7.0,24.2,No,No
5.6,,28.0,28.0,1012.9,6.0,27.3,No,No
0.0,2.0,26.0,64.0,1024.05,7.0,11.3,No,No
,,43.0,54.0,1001.75,3.0,24.1,Yes,No
2.8,10.7,31.0,60.0,1008.2,2.0,22.9,Yes,No
,,35.0,29.0,1018.35,,24.0,No,No
,,41.0,75.0,998.25,7.0,14.3,No,No
5.0,10.8,26.0,52.0,1019.0,2.0,28.5,No,No
,,54.0,47.0,,8.0,10.1,Yes,No
,,31.0,67.0,1020.95,,19.8,No,No
9.0,6.6,35.0,69.0,1012.35,7.0,27.6,No,No
5.0,11.6,44.0,27.0,1016.0,6.0,27.0,No,No
10.0,,39.0,21.0,1014.95,,36.0,No,No
,,59.0,70.0,1011.75,,14.8,No,No
,,44.0,6.0,1011.65,,39.5,No,No
,,35.0,24.0,1025.25,,23.4,No,No
,,35.0,42.0,1032.35,,16.6,No,No
8.0,11.2,46.0,19.0,1012.2,5.0,32.5,No,No
3.0,4.5,31.0,61.0,1017.3499999999999,,15.5,No,No
,,28.0,73.0,1019.8,,13.6,No,No
3.8,10.2,28.0,44.0,1025.9,4.0,14.9,No,No
3.2,9.1,28.0,35.0,1021.4000000000001,6.0,20.6,No,No
,,39.0,55.0,,,13.5,No,No
7.8,10.7,52.0,47.0,1017.3,1.0,24.6,No,No
,,22.0,47.0,1024.25,,23.0,No,No
,,,53.0,,2.0,26.7,No,No
,,59.0,75.0,1021.95,6.0,9.3,Yes,No
4.2,,41.0,47.0,1022.5,1.0,17.8,Yes,No
,,,72.0,,8.0,17.8,No,No
5.4,9.3,48.0,58.0,1024.45,8.0,13.1,Yes,No
3.0,10.0,30.0,65.0,1020.4000000000001,3.0,23.2,No,No
,,46.0,33.0,,,15.7,No,No
,,33.0,52.0,1023.3499999999999,1.0,16.1,No,No
6.2,10.3,30.0,33.0,1021.35,3.0,28.9,No,No
7.3,13.5,41.0,26.0,1022.0999999999999,0.0,25.9,No,No
,,20.0,52.0,,,20.2,No,No
,,50.0,62.0,1011.8499999999999,,14.2,Yes,No
2.4,6.5,31.0,59.0,1020.05,,23.5,No,No
,,28.0,30.0,1018.45,,21.7,No,No
5.6,10.7,39.0,49.0,1013.45,1.0,29.7,No,No
,,,,1025.85,,,No,No
3.0,9.2,26.0,51.0,1020.55,,23.4,No,No
11.6,10.1,52.0,25.0,1010.9,6.0,36.9,No,No
10.2,13.5,46.0,12.0,1014.05,2.0,37.4,No,No
,,35.0,79.0,1017.8,,21.5,No,No
2.2,7.4,43.0,61.0,1018.8,1.0,16.1,Yes,No
,,,63.0,,8.0,27.0,No,No
6.2,9.5,37.0,66.0,1015.9,3.0,26.1,No,No
2.4,,33.0,45.0,1025.6,5.0,13.4,No,No
3.0,,46.0,58.0,1010.0,8.0,18.7,Yes,No
2.4,7.9,17.0,37.0,1026.15,2.0,12.7,No,No
5.4,10.0,20.0,42.0,1025.65,1.0,21.8,No,No
3.2,13.6,33.0,42.0,1020.6,,18.8,No,No
3.8,10.8,28.0,41.0,1020.4000000000001,2.0,22.0,No,No
,,28.0,33.0,1025.8,,22.6,No,No
,,17.0,37.0,1019.2,1.0,26.3,No,No
,,44.0,11.0,,,39.2,No,No
2.4,2.4,50.0,49.0,1015.3,7.0,14.5,Yes,No
,,28.0,61.0,1029.35,,19.5,No,No
,,22.0,60.0,1029.9499999999998,,18.7,No,No
14.2,12.5,44.0,24.0,1007.4,0.0,30.9,No,No
,,48.0,94.0,,,0.0,No,No
,,,38.0,,2.0,23.4,No,No
,,44.0,60.0,1029.9,4.0,15.0,No,No
1.0,8.9,24.0,60.0,1032.8000000000002,1.0,15.0,No,No
1.8,8.1,30.0,65.0,1024.5,5.0,15.2,Yes,No
,,30.0,17.0,1015.9,,28.9,No,No
7.2,12.6,24.0,56.0,1010.9,2.0,29.9,Yes,No
0.6,7.2,46.0,75.0,1005.25,6.0,13.4,Yes,No
,,26.0,81.0,1014.95,8.0,13.1,No,No
3.0,6.2,39.0,39.0,1023.5,7.0,20.7,No,No
,,54.0,39.0,,,15.1,No,No
7.8,10.8,30.0,47.0,1015.15,5.0,27.8,No,No
10.0,11.4,43.0,1.0,1010.5999999999999,0.0,33.8,No,No
2.8,10.0,20.0,39.0,1020.4,1.0,20.3,No,No
3.0,,48.0,31.0,1016.25,,22.6,No,No
2.8,9.6,30.0,45.0,1030.4,,17.2,No,No
2.8,10.7,33.0,45.0,1021.95,1.0,17.7,Yes,No
,,9.0,57.0,1024.65,,12.5,No,No
,,35.0,33.0,,,23.6,No,No
,,39.0,23.0,1014.0999999999999,,28.3,No,No
1.8,10.4,37.0,69.0,1019.2,3.0,27.3,No,No
9.8,11.1,39.0,40.0,1013.55,2.0,29.1,No,No
,,31.0,18.0,,,32.6,No,No
2.0,9.2,37.0,30.0,1021.2,0.0,21.3,No,No
,,43.0,59.0,1021.8,,19.2,No,No
1.4,4.6,15.0,68.0,1029.6,1.0,11.4,No,No
3.6,5.6,41.0,38.0,1018.85,7.0,19.8,No,No
7.4,10.7,33.0,27.0,1014.45,7.0,32.5,No,No
,,,37.0,,7.0,33.0,No,No
,,20.0,87.0,1023.7,8.0,16.4,Yes,No
,,,76.0,,1.0,26.0,No,No
6.2,10.7,30.0,60.0,1015.35,3.0,25.8,No,No
17.8,,63.0,25.0,1006.1500000000001,7.0,24.6,Yes,No
0.2,2.4,15.0,92.0,1030.8,0.0,12.5,No,No
6.8,13.1,39.0,47.0,1016.5999999999999,1.0,23.8,No,No
6.6,,30.0,26.0,1014.0,3.0,29.7,No,No
11.2,11.1,33.0,53.0,1013.05,3.0,30.7,No,No
4.2,2.0,31.0,55.0,1021.95,7.0,18.7,No,No
8.4,8.5,37.0,67.0,1015.3,5.0,24.3,Yes,No
,,37.0,15.0,1019.15,,29.3,No,No
20.2,,56.0,23.0,1024.0,,15.2,No,No
3.6,,57.0,37.0,1009.6500000000001,,20.8,No,No
,,20.0,57.0,1015.95,,23.7,No,No
,,33.0,13.0,1011.15,,32.8,No,No
,,,,,,,No,No
3.0,9.3,,41.0,1019.65,1.0,15.7,No,No
,,33.0,17.0,1012.35,,31.8,No,No
1.2,1.9,31.0,46.0,1023.05,7.0,16.1,Yes,No
,,22.0,39.0,1029.75,,14.2,No,No
6.8,11.1,56.0,42.0,1012.6,1.0,26.7,No,No
3.6,9.5,30.0,35.0,1024.5,0.0,17.7,No,No
16.0,12.7,48.0,11.0,1013.45,1.0,35.4,No,No
,,30.0,51.0,1029.75,7.0,19.7,No,No
1.4,,28.0,55.0,1024.3000000000002,,18.5,Yes,No
3.8,7.8,39.0,45.0,1021.4,5.0,16.7,No,No
,,46.0,41.0,1014.15,1.0,19.6,No,No
,,41.0,15.0,,,27.7,No,No
4.8,,28.0,63.0,1021.85,4.0,19.2,Yes,No
10.4,5.5,41.0,15.0,1010.25,3.0,32.5,No,No
,,39.0,66.0,1024.9,,14.4,No,No
,,35.0,65.0,1010.2,6.0,18.7,Yes,No
,,59.0,48.0,1022.2,,15.1,Yes,No
13.0,,31.0,43.0,1020.85,,22.7,No,No
,,37.0,56.0,1014.4,,25.5,Yes,No
8.0,10.6,48.0,57.0,1009.9,6.0,30.1,No,No
1.4,0.9,43.0,79.0,1013.35,8.0,14.8,Yes,No
,,30.0,76.0,,,17.4,No,No
5.6,2.9,,79.0,1014.0999999999999,8.0,19.0,No,No
,,35.0,43.0,1016.6,,20.7,No,No
,,46.0,86.0,,,16.5,Yes,No
5.0,5.1,22.0,51.0,1017.45,7.0,20.2,No,No
8.0,11.2,41.0,59.0,1008.5999999999999,3.0,33.3,No,No
,,48.0,55.0,1018.25,8.0,16.2,Yes,No
0.8,6.0,17.0,60.0,1032.6,7.0,14.8,No,No
2.8,3.2,19.0,39.0,1022.3,5.0,17.8,No,No
2.4,8.7,26.0,56.0,1024.65,6.0,17.9,No,No
,8.7,69.0,64.0,1023.15,8.0,14.9,No,No
,,43.0,32.0,1020.25,5.0,18.6,No,No
,1.3,44.0,63.0,1009.9000000000001,4.0,21.1,Yes,No
5.2,11.2,46.0,22.0,1027.9499999999998,0.0,20.9,No,No
7.0,10.4,20.0,41.0,1015.15,1.0,31.0,No,No
1.6,3.3,78.0,52.0,1019.8,7.0,13.5,Yes,No
3.2,10.7,17.0,29.0,1030.35,6.0,22.4,No,No
7.8,12.8,31.0,34.0,1009.05,3.0,30.0,No,No
8.0,11.9,35.0,10.0,1011.05,,28.7,No,No
,,35.0,63.0,1027.95,,12.2,No,No
,,41.0,54.0,,,26.6,No,No
,,52.0,44.0,1007.1500000000001,5.0,26.7,No,No
2.4,,37.0,22.0,1017.4,,19.4,Yes,No
8.0,10.6,26.0,58.0,1018.2,4.0,24.7,No,No
4.6,,50.0,10.0,1014.5,0.0,23.4,No,No
4.6,6.3,33.0,50.0,1017.8,6.0,20.6,No,No
,,50.0,82.0,1020.2,8.0,20.1,No,No
3.0,10.5,31.0,54.0,1025.55,1.0,19.5,No,No
8.0,10.3,,,1016.0,,,No,No
13.8,13.1,48.0,12.0,1008.85,,42.2,No,No
,,44.0,29.0,1009.9,5.0,21.9,No,No
,,31.0,33.0,1015.5,,21.3,No,No
,,35.0,37.0,1018.65,,24.7,No,No
,,48.0,57.0,1016.5999999999999,,24.5,No,No
10.4,7.1,57.0,17.0,1009.8,5.0,28.2,No,No
3.6,10.3,35.0,48.0,1017.0,7.0,17.5,No,No
6.0,,,63.0,1016.75,,25.7,No,No
7.8,1.4,39.0,43.0,1014.65,7.0,30.3,No,No
2.0,4.4,,69.0,1021.3,7.0,23.6,Yes,No
,,43.0,50.0,1018.45,3.0,18.1,No,No
0.8,8.7,,52.0,1022.15,4.0,19.4,No,No
20.0,,54.0,28.0,1014.7,2.0,20.4,No,No
,,26.0,45.0,,,27.5,No,No
,,48.0,33.0,1023.8,,23.1,No,No
,,52.0,50.0,1014.5,,21.6,No,No
8.6,10.7,61.0,56.0,1010.3499999999999,2.0,27.8,Yes,No
3.8,8.1,52.0,52.0,1013.4000000000001,7.0,19.4,Yes,No
,,28.0,36.0,1008.45,,26.9,No,No
,,,64.0,,7.0,20.1,No,No
5.6,11.8,33.0,49.0,1023.8499999999999,4.0,25.1,No,No
1.0,4.9,46.0,56.0,1017.4,7.0,11.4,Yes,No
7.6,,43.0,,1016.0999999999999,4.0,31.0,No,No
24.6,12.7,39.0,60.0,1010.65,1.0,25.4,No,No
7.0,2.0,41.0,51.0,1016.6,5.0,20.5,No,No
,,48.0,40.0,,,28.4,No,No
4.6,1.0,35.0,80.0,1015.05,8.0,19.1,No,No
,,48.0,41.0,1015.95,,11.9,No,No
6.6,12.8,33.0,41.0,1010.5,5.0,31.6,Yes,No
10.8,10.5,39.0,51.0,1012.45,7.0,23.0,No,No
,,30.0,32.0,1024.6,,28.1,No,No
8.0,6.0,69.0,43.0,1011.1500000000001,8.0,15.7,No,No
4.8,,,,1017.25,,,Yes,No
,,33.0,53.0,1020.7,4.0,13.6,No,No
